sentence1,sentence2,label
বিজিবি সদস্যদের দেশপ্রেম-সততার সঙ্গে কাজ করার আহ্বান,বিজিবি এয়ার উইংয়ের আত্মপ্রকাশ,0
বিজিবি সদস্যদের দেশপ্রেম-সততার সঙ্গে কাজ করার আহ্বান,‌'সার্বভৌমত্ব রক্ষায় বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন',0
বিজিবিকে দেশের সার্বভৌমত্ব রক্ষায় বঙ্গবন্ধুর নির্দেশনা অনুসরণের আহবান,বিজিবি আজ থেকে ত্রিমাত্রিক বাহিনীতে রূপান্তরিত : প্রধানমন্ত্রী,0
বিজিবিকে দেশের সার্বভৌমত্ব রক্ষায় বঙ্গবন্ধুর নির্দেশনা অনুসরণের আহবান,বিজিবি এয়ার উইংয়ের আত্মপ্রকাশ,0
বিজিবিকে দেশের সার্বভৌমত্ব রক্ষায় বঙ্গবন্ধুর নির্দেশনা অনুসরণের আহবান,বিজিবিকে সততা ও ইমানের সঙ্গে দায়িত্ব পালনের আহ্বান প্রধানমন্ত্রীর,0
বিজিবি আজ থেকে ত্রিমাত্রিক বাহিনীতে রূপান্তরিত : প্রধানমন্ত্রী,বিজিবি এয়ার উইংয়ের আত্মপ্রকাশ,0
বিজিবি আজ থেকে ত্রিমাত্রিক বাহিনীতে রূপান্তরিত : প্রধানমন্ত্রী,‌'সার্বভৌমত্ব রক্ষায় বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন',1
বিজিবি আজ থেকে ত্রিমাত্রিক বাহিনীতে রূপান্তরিত : প্রধানমন্ত্রী,বিজিবিকে সততা ও ইমানের সঙ্গে দায়িত্ব পালনের আহ্বান প্রধানমন্ত্রীর,0
বিজিবি এয়ার উইংয়ের আত্মপ্রকাশ,‌'সার্বভৌমত্ব রক্ষায় বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন',1
বিজিবি এয়ার উইংয়ের আত্মপ্রকাশ,বিজিবিকে সততা ও ইমানের সঙ্গে দায়িত্ব পালনের আহ্বান প্রধানমন্ত্রীর,0
‌'সার্বভৌমত্ব রক্ষায় বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন',বিজিবিকে সততা ও ইমানের সঙ্গে দায়িত্ব পালনের আহ্বান প্রধানমন্ত্রীর,0
বিজিবিকে 'ত্রিমাত্রিক বাহিনী' হিসেবে ঘোষণা প্রধানমন্ত্রীর,বিজিবিতে যুক্ত হলো এয়ার উইং,0
বিজিবিকে 'ত্রিমাত্রিক বাহিনী' হিসেবে ঘোষণা প্রধানমন্ত্রীর,দুটি হেলিকপ্টার পাচ্ছে বিজিবি,0
বিজিবিকে 'ত্রিমাত্রিক বাহিনী' হিসেবে ঘোষণা প্রধানমন্ত্রীর,বিজিবিকে ত্রিমাত্রিক বাহিনী ঘোষণা প্রধানমন্ত্রীর,1
বিজিবিকে 'ত্রিমাত্রিক বাহিনী' হিসেবে ঘোষণা প্রধানমন্ত্রীর,সার্বভৌমত্ব রক্ষায় বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন : প্রধানমন্ত্রী,1
বিজিবিকে 'ত্রিমাত্রিক বাহিনী' হিসেবে ঘোষণা প্রধানমন্ত্রীর,"বিজিবি এয়ার উইংয়ের আত্মপ্রকাশ, ত্রিমাত্রিক বাহিনী ঘোষণা",1
বিজিবিতে যুক্ত হলো এয়ার উইং,বিজিবিকে ত্রিমাত্রিক বাহিনী ঘোষণা প্রধানমন্ত্রীর,0
বিজিবিতে যুক্ত হলো এয়ার উইং,সার্বভৌমত্ব রক্ষায় বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন : প্রধানমন্ত্রী,0
দুটি হেলিকপ্টার পাচ্ছে বিজিবি,বিজিবিকে ত্রিমাত্রিক বাহিনী ঘোষণা প্রধানমন্ত্রীর,0
দুটি হেলিকপ্টার পাচ্ছে বিজিবি,সার্বভৌমত্ব রক্ষায় বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন : প্রধানমন্ত্রী,0
দুটি হেলিকপ্টার পাচ্ছে বিজিবি,"বিজিবি এয়ার উইংয়ের আত্মপ্রকাশ, ত্রিমাত্রিক বাহিনী ঘোষণা",0
বিজিবিকে ত্রিমাত্রিক বাহিনী ঘোষণা প্রধানমন্ত্রীর,সার্বভৌমত্ব রক্ষায় বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন : প্রধানমন্ত্রী,1
সীমান্ত পাহারায় দুটি হেলিকপ্টার পাচ্ছে বিজিবি,বিজিবি এয়ার উইংয়ের আত্মপ্রকাশ,0
সীমান্ত পাহারায় দুটি হেলিকপ্টার পাচ্ছে বিজিবি,বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন: প্রধানমন্ত্রী,0
বিজিবি এয়ার উইংয়ের আত্মপ্রকাশ,বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন: প্রধানমন্ত্রী,0
বিদ্যালয়ে অ্যাসাইনমেন্ট জমা দিতে ফি না নেয়ার নির্দেশ,অ্যাসাইনমেন্ট বাবদ ফি নেওয়া যাবে না,1
বিদ্যালয়ে অ্যাসাইনমেন্ট জমা দিতে ফি না নেয়ার নির্দেশ,অ্যাসাইনমেন্ট জমাকালীন ফি না নেয়ার নির্দেশ,1
বিদ্যালয়ে অ্যাসাইনমেন্ট জমা দিতে ফি না নেয়ার নির্দেশ,মাধ্যমিকে অ্যাসাইনমেন্ট ফি নেয়া যাবে না,1
বিদ্যালয়ে অ্যাসাইনমেন্ট জমা দিতে ফি না নেয়ার নির্দেশ,মাধ্যমিকের শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেয়া যাবে না,1
বিদ্যালয়ে অ্যাসাইনমেন্ট জমা দিতে ফি না নেয়ার নির্দেশ,অ্যাসাইনমেন্ট: দয়া করে শিক্ষার্থীদের মাথা খাবেন না,0
অ্যাসাইনমেন্ট বাবদ ফি নেওয়া যাবে না,অ্যাসাইনমেন্ট জমাকালীন ফি না নেয়ার নির্দেশ,1
অ্যাসাইনমেন্ট বাবদ ফি নেওয়া যাবে না,মাধ্যমিকে অ্যাসাইনমেন্ট ফি নেয়া যাবে না,1
অ্যাসাইনমেন্ট বাবদ ফি নেওয়া যাবে না,মাধ্যমিকের শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেয়া যাবে না,1
অ্যাসাইনমেন্ট বাবদ ফি নেওয়া যাবে না,অ্যাসাইনমেন্ট: দয়া করে শিক্ষার্থীদের মাথা খাবেন না,0
অ্যাসাইনমেন্ট জমাকালীন ফি না নেয়ার নির্দেশ,মাধ্যমিকে অ্যাসাইনমেন্ট ফি নেয়া যাবে না,1
অ্যাসাইনমেন্ট জমাকালীন ফি না নেয়ার নির্দেশ,মাধ্যমিকের শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেয়া যাবে না,1
অ্যাসাইনমেন্ট জমাকালীন ফি না নেয়ার নির্দেশ,অ্যাসাইনমেন্ট: দয়া করে শিক্ষার্থীদের মাথা খাবেন না,0
মাধ্যমিকে অ্যাসাইনমেন্ট ফি নেয়া যাবে না,মাধ্যমিকের শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেয়া যাবে না,1
মাধ্যমিকে অ্যাসাইনমেন্ট ফি নেয়া যাবে না,অ্যাসাইনমেন্ট: দয়া করে শিক্ষার্থীদের মাথা খাবেন না,0
মাধ্যমিকের শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেয়া যাবে না,অ্যাসাইনমেন্ট: দয়া করে শিক্ষার্থীদের মাথা খাবেন না,0
শিক্ষাপ্রতিষ্ঠান গুলোকে সরকারের নির্দেশনা,ষষ্ঠ-নবম শ্রেণির শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেওয়া যাবে না,0
শিক্ষাপ্রতিষ্ঠান গুলোকে সরকারের নির্দেশনা,"অ্যাসাইনমেন্ট নিয়ে চলছে টাকার খেলা, বিপাকে শিক্ষার্থী-অভিভাবক",0
শিক্ষাপ্রতিষ্ঠান গুলোকে সরকারের নির্দেশনা,"অ্যাসাইনমেন্টের নামে স্কুলে শিক্ষার্থীরা, বেতন আদায়ের চেষ্টা",0
শিক্ষাপ্রতিষ্ঠান গুলোকে সরকারের নির্দেশনা,দোকানে ৩০ টাকায় মিলছে শিক্ষার্থীদের অ্যাসাইনমেন্ট!,0
শিক্ষাপ্রতিষ্ঠান গুলোকে সরকারের নির্দেশনা,অ্যাসাইনমেন্ট বাবদ ফি নেয়া যাবে না,0
ষষ্ঠ-নবম শ্রেণির শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেওয়া যাবে না,"অ্যাসাইনমেন্ট নিয়ে চলছে টাকার খেলা, বিপাকে শিক্ষার্থী-অভিভাবক",0
ষষ্ঠ-নবম শ্রেণির শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেওয়া যাবে না,"অ্যাসাইনমেন্টের নামে স্কুলে শিক্ষার্থীরা, বেতন আদায়ের চেষ্টা",0
ষষ্ঠ-নবম শ্রেণির শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেওয়া যাবে না,দোকানে ৩০ টাকায় মিলছে শিক্ষার্থীদের অ্যাসাইনমেন্ট!,0
ষষ্ঠ-নবম শ্রেণির শিক্ষার্থীদের অ্যাসাইনমেন্ট ফি নেওয়া যাবে না,অ্যাসাইনমেন্ট বাবদ ফি নেয়া যাবে না,1
"অ্যাসাইনমেন্ট নিয়ে চলছে টাকার খেলা, বিপাকে শিক্ষার্থী-অভিভাবক","অ্যাসাইনমেন্টের নামে স্কুলে শিক্ষার্থীরা, বেতন আদায়ের চেষ্টা",0
"অ্যাসাইনমেন্ট নিয়ে চলছে টাকার খেলা, বিপাকে শিক্ষার্থী-অভিভাবক",দোকানে ৩০ টাকায় মিলছে শিক্ষার্থীদের অ্যাসাইনমেন্ট!,0
"অ্যাসাইনমেন্ট নিয়ে চলছে টাকার খেলা, বিপাকে শিক্ষার্থী-অভিভাবক",অ্যাসাইনমেন্ট বাবদ ফি নেয়া যাবে না,0
"অ্যাসাইনমেন্টের নামে স্কুলে শিক্ষার্থীরা, বেতন আদায়ের চেষ্টা",দোকানে ৩০ টাকায় মিলছে শিক্ষার্থীদের অ্যাসাইনমেন্ট!,0
"অ্যাসাইনমেন্টের নামে স্কুলে শিক্ষার্থীরা, বেতন আদায়ের চেষ্টা",অ্যাসাইনমেন্ট বাবদ ফি নেয়া যাবে না,0
দোকানে ৩০ টাকায় মিলছে শিক্ষার্থীদের অ্যাসাইনমেন্ট!,অ্যাসাইনমেন্ট বাবদ ফি নেয়া যাবে না,0
বিমান বাংলাদেশ এয়ারলাইনসের কলকাতা ফ্লাইট স্থগিত,বিমানের কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,1
বিমান বাংলাদেশ এয়ারলাইনসের কলকাতা ফ্লাইট স্থগিত,ঢাকা–কলকাতা রুটে ফ্লাইট বন্ধ করলো বিমান,1
বিমান বাংলাদেশ এয়ারলাইনসের কলকাতা ফ্লাইট স্থগিত,বিমানের ঢাকা-কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,1
বিমান বাংলাদেশ এয়ারলাইনসের কলকাতা ফ্লাইট স্থগিত,বিমানের কলকাতা ফ্লাইট স্থগিত,1
বিমানের ঢাকা-কলকাতা ফ্লাইট ১২ নভেম্বর থেকে স্থগিত,ঢাকা–কলকাতা রুটে ফ্লাইট বন্ধ করলো বিমান,1
বিমানের ঢাকা-কলকাতা ফ্লাইট ১২ নভেম্বর থেকে স্থগিত,বিমানের ঢাকা-কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,1
বিমানের কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,ঢাকা–কলকাতা রুটে ফ্লাইট বন্ধ করলো বিমান,1
বিমানের কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,বিমানের ঢাকা-কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,1
বিমানের কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,বিমানের কলকাতা ফ্লাইট স্থগিত,1
ঢাকা–কলকাতা রুটে ফ্লাইট বন্ধ করলো বিমান,বিমানের ঢাকা-কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,1
ঢাকা–কলকাতা রুটে ফ্লাইট বন্ধ করলো বিমান,বিমানের কলকাতা ফ্লাইট স্থগিত,1
বিমানের ঢাকা-কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,বিমানের কলকাতা ফ্লাইট স্থগিত,1
অনির্দিষ্টকালের জন্য কলকাতা ফ্লাইট স্থগিত ঘোষণা বিমানের,অনির্দিষ্টকালের জন্য কলকাতা ফ্লাইট স্থগিত,1
অনির্দিষ্টকালের জন্য কলকাতা ফ্লাইট স্থগিত ঘোষণা বিমানের,বিমানের কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,1
অনির্দিষ্টকালের জন্য কলকাতা ফ্লাইট স্থগিত,বিমানের কলকাতা ফ্লাইট অনির্দিষ্টকালের জন্য স্থগিত,1
সংসদে বঙ্গবন্ধুর ওপর সাধারণ প্রস্তাব আনবেন প্রধানমন্ত্রী,বঙ্গবন্ধুকে নিয়ে আলোচনার জন্য সংসদে প্রস্তাব তুলবেন প্রধানমন্ত্রী নিজেই,1
ব্যারিস্টার সুমন ও ইশরাতকে জরিমানা,হাইকোর্টের রায়ের বিরুদ্ধে আইনজীবীদের ১ টাকার প্রতিবাদ,0
ব্যারিস্টার সুমন ও ইশরাতকে জরিমানা,"ব্যারিস্টার জুম্মনের সনদ বৈধ, রিটকারী দুই আইনজীবীর জরিমানা",0
ব্যারিস্টার সুমন ও ইশরাতকে জরিমানা,জুম্মানের আইনজীবী সনদের বৈধতা দেওয়া রায় স্থগিত চেয়ে আবেদন,0
ব্যারিস্টার সুমন ও ইশরাতকে জরিমানা,এক টাকা করে দুই সহকর্মীর জরিমানা দিচ্ছেন আইনজীবীরা,0
হাইকোর্টের রায়ের বিরুদ্ধে আইনজীবীদের ১ টাকার প্রতিবাদ,"ব্যারিস্টার জুম্মনের সনদ বৈধ, রিটকারী দুই আইনজীবীর জরিমানা",0
হাইকোর্টের রায়ের বিরুদ্ধে আইনজীবীদের ১ টাকার প্রতিবাদ,"জুম্মনের আইনজীবী সনদ বৈধ, ব্যারিস্টার সুমন-ইশরাতের জরিমানা",0
হাইকোর্টের রায়ের বিরুদ্ধে আইনজীবীদের ১ টাকার প্রতিবাদ,জুম্মানের আইনজীবী সনদের বৈধতা দেওয়া রায় স্থগিত চেয়ে আবেদন,0
"ব্যারিস্টার জুম্মনের সনদ বৈধ, রিটকারী দুই আইনজীবীর জরিমানা","জুম্মনের আইনজীবী সনদ বৈধ, ব্যারিস্টার সুমন-ইশরাতের জরিমানা",1
"ব্যারিস্টার জুম্মনের সনদ বৈধ, রিটকারী দুই আইনজীবীর জরিমানা",জুম্মানের আইনজীবী সনদের বৈধতা দেওয়া রায় স্থগিত চেয়ে আবেদন,0
"ব্যারিস্টার জুম্মনের সনদ বৈধ, রিটকারী দুই আইনজীবীর জরিমানা",এক টাকা করে দুই সহকর্মীর জরিমানা দিচ্ছেন আইনজীবীরা,0
"জুম্মনের আইনজীবী সনদ বৈধ, ব্যারিস্টার সুমন-ইশরাতের জরিমানা",জুম্মানের আইনজীবী সনদের বৈধতা দেওয়া রায় স্থগিত চেয়ে আবেদন,0
"জুম্মনের আইনজীবী সনদ বৈধ, ব্যারিস্টার সুমন-ইশরাতের জরিমানা",এক টাকা করে দুই সহকর্মীর জরিমানা দিচ্ছেন আইনজীবীরা,0
জুম্মানের আইনজীবী সনদের বৈধতা দেওয়া রায় স্থগিত চেয়ে আবেদন,এক টাকা করে দুই সহকর্মীর জরিমানা দিচ্ছেন আইনজীবীরা,0
"দুই আইনজীবীর জরিমানা, এক টাকা করে দিচ্ছেন সহকর্মীরা","সেই রুল খারিজ, দুই আইনজীবীর জরিমানা",0
"দুই আইনজীবীর জরিমানা, এক টাকা করে দিচ্ছেন সহকর্মীরা",ব্যারিস্টার সুমন ও অ্যাডভোকেট ইশরাতের বিরুদ্ধে আদালত অবমাননার রুল,0
"দুই আইনজীবীর জরিমানা, এক টাকা করে দিচ্ছেন সহকর্মীরা",ব্যারিস্টার সুমন ও ইশরাতকে একশত টাকা করে জরিমানা,0
"দুই আইনজীবীর জরিমানা, এক টাকা করে দিচ্ছেন সহকর্মীরা","সেই আইনজীবী জুম্মনের সনদ বৈধ ঘোষণা করে রায়, রিটকারীদের জরিমানা",0
"দুই আইনজীবীর জরিমানা, এক টাকা করে দিচ্ছেন সহকর্মীরা",সুপ্রিম কোর্টের দুই আইনজীবীর বিরুদ্ধে আদালত অবমাননার রুল,0
"সেই রুল খারিজ, দুই আইনজীবীর জরিমানা",ব্যারিস্টার সুমন ও অ্যাডভোকেট ইশরাতের বিরুদ্ধে আদালত অবমাননার রুল,0
"সেই রুল খারিজ, দুই আইনজীবীর জরিমানা",ব্যারিস্টার সুমন ও ইশরাতকে একশত টাকা করে জরিমানা,0
"সেই রুল খারিজ, দুই আইনজীবীর জরিমানা",সুপ্রিম কোর্টের দুই আইনজীবীর বিরুদ্ধে আদালত অবমাননার রুল,0
ব্যারিস্টার সুমন ও অ্যাডভোকেট ইশরাতের বিরুদ্ধে আদালত অবমাননার রুল,ব্যারিস্টার সুমন ও ইশরাতকে একশত টাকা করে জরিমানা,0
ব্যারিস্টার সুমন ও অ্যাডভোকেট ইশরাতের বিরুদ্ধে আদালত অবমাননার রুল,"সেই আইনজীবী জুম্মনের সনদ বৈধ ঘোষণা করে রায়, রিটকারীদের জরিমানা",0
ব্যারিস্টার সুমন ও ইশরাতকে একশত টাকা করে জরিমানা,সুপ্রিম কোর্টের দুই আইনজীবীর বিরুদ্ধে আদালত অবমাননার রুল,0
"সেই আইনজীবী জুম্মনের সনদ বৈধ ঘোষণা করে রায়, রিটকারীদের জরিমানা",সুপ্রিম কোর্টের দুই আইনজীবীর বিরুদ্ধে আদালত অবমাননার রুল,0
ব্যারিস্টার সুমনসহ দুই আইনজীবীর বিরুদ্ধে আদালত অবমাননার রুল,দুই আইনজীবীর বিরুদ্ধে আদালত অবমাননার রুল,1
ব্যারিস্টার সুমনসহ দুই আইনজীবীর বিরুদ্ধে আদালত অবমাননার রুল,ব্যারিস্টার সুমন ও ইশরাতের বিরুদ্ধে আদালত অবমাননার রুল,1
দুই আইনজীবীর বিরুদ্ধে আদালত অবমাননার রুল,ব্যারিস্টার সুমন ও ইশরাতের বিরুদ্ধে আদালত অবমাননার রুল,1
দুই আইনজীবীর বিরুদ্ধে আদালত অবমাননার রুল,"ব্যারিস্টার সুমন ও ইশরাতকে জরিমানা, এক টাকা করে দিচ্ছেন আইনজীবীরা",0
ব্যারিস্টার সুমন ও ইশরাতের বিরুদ্ধে আদালত অবমাননার রুল,"ব্যারিস্টার সুমন ও ইশরাতকে জরিমানা, এক টাকা করে দিচ্ছেন আইনজীবীরা",0
মিয়ানমার পুলিশের গুলিতে বাংলাদেশির মৃত্যু,নাফ নদীতে বিজিপির গুলিতে বাংলাদেশি জেলে নিহত,1
মিয়ানমার পুলিশের গুলিতে বাংলাদেশির মৃত্যু,নাফ নদীতে মিয়ানমার বর্ডার গার্ড পুলিশের গুলিতে আহত বাংলাদেশির মৃত্যু,1
মিয়ানমার পুলিশের গুলিতে বাংলাদেশির মৃত্যু,মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশি নিহত,1
মিয়ানমার পুলিশের গুলিতে বাংলাদেশির মৃত্যু,নাফ নদীতে বিজিপির গুলিতে বাংলাদেশি নিহত,1
নাফ নদীতে বিজিপির গুলিতে বাংলাদেশি জেলে নিহত,নাফ নদীতে মিয়ানমার বর্ডার গার্ড পুলিশের গুলিতে আহত বাংলাদেশির মৃত্যু,1
নাফ নদীতে বিজিপির গুলিতে বাংলাদেশি জেলে নিহত,মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশি নিহত,1
নাফ নদীতে বিজিপির গুলিতে বাংলাদেশি জেলে নিহত,নাফ নদীতে বিজিপির গুলিতে বাংলাদেশি নিহত,1
‘মিয়ানমার সীমান্তরক্ষীর গুলিতে’ জেলে নিহতে বিজিবির প্রতিবাদ,নাফ নদীতে মিয়ানমার বর্ডার গার্ড পুলিশের গুলিতে আহত বাংলাদেশির মৃত্যু,0
‘মিয়ানমার সীমান্তরক্ষীর গুলিতে’ জেলে নিহতে বিজিবির প্রতিবাদ,মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশি নিহত,0
‘মিয়ানমার সীমান্তরক্ষীর গুলিতে’ জেলে নিহতে বিজিবির প্রতিবাদ,নাফ নদীতে বিজিপির গুলিতে বাংলাদেশি নিহত,0
নাফ নদীতে মিয়ানমার বর্ডার গার্ড পুলিশের গুলিতে আহত বাংলাদেশির মৃত্যু,মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশি নিহত,1
নাফ নদীতে মিয়ানমার বর্ডার গার্ড পুলিশের গুলিতে আহত বাংলাদেশির মৃত্যু,নাফ নদীতে বিজিপির গুলিতে বাংলাদেশি নিহত,1
মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশি নিহত,নাফ নদীতে বিজিপির গুলিতে বাংলাদেশি নিহত,1
মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশী নিহত,নাফ নদে বিজিপির গুলিতে নিহত বাংলাদেশি,1
মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশী নিহত,টেকনাফে বিজিপির গুলিতে বাংলাদেশী নিহত,1
মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশী নিহত,নাফ নদীতে মিয়ানমার পুলিশের গুলিতে বাংলাদেশির মৃত্যু,1
মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশী নিহত,মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশি নিহত,1
নাফ নদে বিজিপির গুলিতে নিহত বাংলাদেশি,টেকনাফে বিজিপির গুলিতে বাংলাদেশী নিহত,1
নাফ নদে বিজিপির গুলিতে নিহত বাংলাদেশি,নাফ নদীতে মিয়ানমার পুলিশের গুলিতে বাংলাদেশির মৃত্যু,1
নাফ নদে বিজিপির গুলিতে নিহত বাংলাদেশি,মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশি নিহত,1
টেকনাফে বিজিপির গুলিতে বাংলাদেশী নিহত,নাফ নদীতে মিয়ানমার পুলিশের গুলিতে বাংলাদেশির মৃত্যু,1
টেকনাফে বিজিপির গুলিতে বাংলাদেশী নিহত,মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশি নিহত,1
নাফ নদীতে মিয়ানমার পুলিশের গুলিতে বাংলাদেশির মৃত্যু,মিয়ানমার সীমান্তরক্ষীর গুলিতে বাংলাদেশি নিহত,1
"মিয়ানমারে নির্বাচন আজ, পরিবর্তনের আভাস নেই","সেনাবাহিনী সুচির নীতি গ্রহণ করেনি, সুচি সেনাবাহিনীর নীতি গ্রহণ করেছে'",0
"মিয়ানমারে নির্বাচন আজ, পরিবর্তনের আভাস নেই",রাখাইন রাজ্যকে বাদ দিয়েই মিয়ানমারে সাধারণ নির্বাচন,0
মিয়ানমারে নির্বাচনে জয়ের পথে অং সান সু চি,"সেনাবাহিনী সুচির নীতি গ্রহণ করেনি, সুচি সেনাবাহিনীর নীতি গ্রহণ করেছে'",0
মিয়ানমারে নির্বাচনে জয়ের পথে অং সান সু চি,"মিয়ানমারে নির্বাচন অনুষ্ঠিত, আবারো ক্ষমতায় আসছেন সু চি",1
মিয়ানমারে নির্বাচনে জয়ের পথে অং সান সু চি,রাখাইন রাজ্যকে বাদ দিয়েই মিয়ানমারে সাধারণ নির্বাচন,0
মিয়ানমারে নির্বাচনে জয়ের পথে অং সান সু চি,"মিয়ানমারে ভোট গণনা চলছে, জিততে পারেন সুচি",1
"সেনাবাহিনী সুচির নীতি গ্রহণ করেনি, সুচি সেনাবাহিনীর নীতি গ্রহণ করেছে'","মিয়ানমারে নির্বাচন অনুষ্ঠিত, আবারো ক্ষমতায় আসছেন সু চি",0
"সেনাবাহিনী সুচির নীতি গ্রহণ করেনি, সুচি সেনাবাহিনীর নীতি গ্রহণ করেছে'",রাখাইন রাজ্যকে বাদ দিয়েই মিয়ানমারে সাধারণ নির্বাচন,0
"সেনাবাহিনী সুচির নীতি গ্রহণ করেনি, সুচি সেনাবাহিনীর নীতি গ্রহণ করেছে'","মিয়ানমারে ভোট গণনা চলছে, জিততে পারেন সুচি",0
"মিয়ানমারে নির্বাচন অনুষ্ঠিত, আবারো ক্ষমতায় আসছেন সু চি",রাখাইন রাজ্যকে বাদ দিয়েই মিয়ানমারে সাধারণ নির্বাচন,0
"মিয়ানমারে নির্বাচন অনুষ্ঠিত, আবারো ক্ষমতায় আসছেন সু চি","মিয়ানমারে ভোট গণনা চলছে, জিততে পারেন সুচি",1
রাখাইন রাজ্যকে বাদ দিয়েই মিয়ানমারে সাধারণ নির্বাচন,"মিয়ানমারে ভোট গণনা চলছে, জিততে পারেন সুচি",0
মিয়ানমারে সাধারণ নির্বাচন অনুষ্ঠিত জয় পেতে পারে সু চির দল,দুটি নির্বাচন এবং রোহিঙ্গাদের ভাগ্য,0
মিয়ানমারে সাধারণ নির্বাচন অনুষ্ঠিত জয় পেতে পারে সু চির দল,রোহিঙ্গাদের বাদ রেখেই মিয়ানমারে নির্বাচন,0
মিয়ানমারে সাধারণ নির্বাচন অনুষ্ঠিত জয় পেতে পারে সু চির দল,রোহিঙ্গাদের ছাড়াই মিয়ানমারের জাতীয় নির্বাচন,0
মিয়ানমারে সাধারণ নির্বাচন অনুষ্ঠিত জয় পেতে পারে সু চির দল,"করোনার মধ্যে মিয়ানমারে চলছে ভোটগ্রহণ, সু চির সম্ভাবনা কতটুকু?",0
মিয়ানমারে সাধারণ নির্বাচন অনুষ্ঠিত জয় পেতে পারে সু চির দল,মিয়ানমারে সকাল থেকে শুরু হচ্ছে নির্বাচন,0
দুটি নির্বাচন এবং রোহিঙ্গাদের ভাগ্য,রোহিঙ্গাদের বাদ রেখেই মিয়ানমারে নির্বাচন,0
দুটি নির্বাচন এবং রোহিঙ্গাদের ভাগ্য,রোহিঙ্গাদের ছাড়াই মিয়ানমারের জাতীয় নির্বাচন,0
দুটি নির্বাচন এবং রোহিঙ্গাদের ভাগ্য,"করোনার মধ্যে মিয়ানমারে চলছে ভোটগ্রহণ, সু চির সম্ভাবনা কতটুকু?",0
দুটি নির্বাচন এবং রোহিঙ্গাদের ভাগ্য,মিয়ানমারে সকাল থেকে শুরু হচ্ছে নির্বাচন,0
রোহিঙ্গাদের বাদ রেখেই মিয়ানমারে নির্বাচন,রোহিঙ্গাদের ছাড়াই মিয়ানমারের জাতীয় নির্বাচন,1
রোহিঙ্গাদের বাদ রেখেই মিয়ানমারে নির্বাচন,"করোনার মধ্যে মিয়ানমারে চলছে ভোটগ্রহণ, সু চির সম্ভাবনা কতটুকু?",0
রোহিঙ্গাদের বাদ রেখেই মিয়ানমারে নির্বাচন,মিয়ানমারে সকাল থেকে শুরু হচ্ছে নির্বাচন,0
রোহিঙ্গাদের ছাড়াই মিয়ানমারের জাতীয় নির্বাচন,"করোনার মধ্যে মিয়ানমারে চলছে ভোটগ্রহণ, সু চির সম্ভাবনা কতটুকু?",0
