sentence1,sentence2,label
সবগুলো ম্যাচই হবে মিরপুর শেরেবাংলা জাতীয় স্টেডিয়ামে।,মিরপুর শের-ই-বাংলা স্টেডিয়ামেই ম্যাচ।,1
যেখানে বিভিন্ন ধরনের গাছপালা রয়েছে এমন জায়গাতে পরাগের মিশ্রণ বাতাসে ছড়িয়ে থাকতে পারে।,কিছু কিছু গাছ বায়ুগতিবিদ্যার জটিল নীতিকে কাজে লাগায় ।,1
সেটা হলে ভারতীয় খেলাধূলারই ক্ষতি।,সেটা করলে আখেরে ভারতীয় ফুটবলের ক্ষতি হবে।,1
আহতদের স্থানীয় বিভিন্ন ক্লিনিকসহ উপজেলা স্বাস্থ্য কমপ্লেক্সে ভর্তি করা হয়েছে।,আহতদের স্থানীয়রা উদ্ধার করে সদর হাসপাতালসহ বিভিন্ন ক্লিনিকে ভর্তি করে।,1
"সাংস্কৃতিক বিপ্লবের সময়ে , প্রাচীন ইমামদের দ্বারা লিখিত কুরআন রেড গার্ড কর্তৃক পুড়িয়ে দেয়া হয়।","""সাংস্কৃতিক বিপ্লবের সময়ে , প্রাচীন ইমামদের দ্বারা লিখিত """"কুরআন"""" রেড গার্ড কর্তৃক পুড়িয়ে দেয়া হয়।""",1
আমি তাঁর কন্যা হিসেবে গর্বিত।,আমি তার কন্যা হয়ে গর্বিত।,1
হাজার কোটি টাকার সম্পদ বিরান হয়ে যায়।,কোটি কোটি টাকা মূল্যের সম্পদ নষ্ট হয়েছে।,1
"অতঃপর যখন তারা আমার আযাবের কথা টের পেল, তখনই তারা সেখান থেকে পলায়ন করতে লাগল।","তারপর তারা যখন অনুভব করেছিল আমাদের ক্ষমতা, দেখো! তারা এখান থেকে পলায়নপর হয়েছিল।",1
একাধিকবার বিজয়ী ও মনোনীত.,একাধিক জয় এবং মনোনয়ন.,1
যাকে তার আমলনামা ডান হাতে দেয়া হবে,"সুতরাং তার ক্ষেত্রে যাকে তার নিবন্ধগ্রন্থ তার ডান হাতে দেওয়া হবে,",1
"সে বলল, হে আমার পালনকর্তা, দুস্কৃতকারীদের বিরুদ্ধে আমাকে সাহায্য কর।",তিনি বললেন -- ''আমার প্রভু! আমাকে ফেসাদ সৃষ্টিকারী লোকদের বিরুদ্ধে সাহায্য করো।’’,1
দেড়শটি শিক্ষা প্রতিষ্ঠান বন্ধ করে দেওয়া হয়েছে।,বন্ধ হয়ে গেছে উপদ্রুত এলাকার শিক্ষাপ্রতিষ্ঠান।,1
"কারণ, তাঁর কাছে এক অন্ধ আগমন করল।",কেননা একজন অন্ধ তাঁর কাছে এসেছিল।,1
অটোমোবাইল নির্মাতা জাপানি প্রতিষ্ঠান হোন্ডা নিয়ে আসতে যাচ্ছে তাদের নতুন মডেলের আরেকটি গাড়ি। হোন্ডা অ্যাকর্ড মডেলের গাড়িটির হাইব্রিড সংস্করণ আগামী...,অটোমোবাইল নির্মাতা জাপানি প্রতিষ্ঠান হোন্ডা নিয়ে আসতে যাচ্ছে তাদের নতুন মডেলের আরেকটি গাড়ি।,1
"শীতকালীন এ সফরে তিনি পাকিস্তান, অস্ট্রেলিয়া ও নিউজিল্যান্ড সফরে তিনি তেমন সফলতা পাননি।","১৯৮৭-৮৮ মৌসুমে পাকিস্তান সফরে যান ও ক্রিকেট বিশ্বকাপে অংশ নেন। শীতকালীন এ সফরে তিনি পাকিস্তান, অস্ট্রেলিয়া ও নিউজিল্যান্ড সফরে তিনি তেমন সফলতা পাননি।",1
তারা ছাড়পত্র পেয়েছেন।,সেখানে তাদের জামিন হয়।,1
"পুলিশ জানিয়েছে যে রাষ্ট্রদ্রোহিতা, জনগণের উপদ্রব, ধর্মীয় অনুভূতিতে আহত হওয়া এবং শান্তিরম লঙ্ঘন করার অভিপ্রায় নিয়ে অপমান করা সম্পর্কিত ভারতীয় দণ্ডবিধির কয়েকটি ধারায় এফআইআর দায়ের করা হয়েছে।","রাষ্ট্রদ্রোহিতা, জনজীবনে ঝামেলা পাকানো, ধর্মীয় ভাবাবেগে আঘাত, শান্তিভঙ্গ করার জন্য উসকানি দেওয়ার উদ্দেশে অবমাননা সংক্রান্ত ধারা সহ ভারতীয় দণ্ডবিধির বিভিন্ন ধারায় এফআইআর দায়ের হয়েছে বলে জানিয়েছে পুলিশ।",1
এটা পরিকল্পিত ছিল।,পরিকল্পিতভাবে এটি রটানো হয়েছে।,1
রাস্তার জায়গায় জায়গায় অসংখ্য ছোট-বড় গর্তে ভর্তি।,কিছু কিছু স্থানে সড়কে পিচ উঠে দেখা দিয়েছে বড় বড় গর্ত।,1
গান ১৫ এবং শেষ প্রার্থনা।,গান ২২৩ এবং শেষ প্রার্থনা।,1
সেখানে সেক্টর 14 কিছু নয়।,সেখানে সেক্টর ১৪ কিছু নয় ।,1
এগুলোতে রয়েছে হাস্যকৌতুক।,গুঞ্জন রয়েছে তাঁদের নিয়েও।,1
"তিনি বলেন, ‘নথুরাম গডসে’কে দেশপ্রেমিক বিবেচনা করা যেকোনও মতাদর্শকে আমরা নিন্দা করি’।","বলেন, নাথুরাম গডসেকে দেশপ্রেমিক বলে দেখানো যে কোনও আদর্শের নিন্দা করি আমরা।",1
দিল্লি থেকে সর্বাধিক ১৩১ জনের মৃত্যু হয়েছে,দিল্লি থেকে সর্বাধিক ১২১ জনের মৃত্যু হয়েছে,1
নিশ্চই কেড়ে থাকবে!,নিঃসন্দেহে গায়ে কাঁটা দেবে!,1
"তিনি আরও জানান, নিহতের লাশ ময়নাতদন্তের জন্য হাসপাতালে নেওয়া হয়েছে।",সেখান থেকে ময়নাতদন্তের জন্য লাশ হাসপাতাল মর্গে পাঠানো হয়েছে বলেও জানান তিনি।,1
২০০৩ সালে নব্য নাৎসিবাদের একটি দল এই সিনাগোগে বোমা বিস্ফোরনের পরিকল্পনা করে বলে জার্মান কর্তৃপক্ষের এক তদন্তে জানা যায়।,২০০৩ সালে নব্যনাতসিদের একটি দল এই সিনাগগে বোমা বিস্ফোরনের পরিকল্পনা করে বলে জার্মান কর্তৃপক্ষ এক তদন্তে তথ্য পায়।,1
"এরই ওছিয়ত করেছে ইব্রাহীম তার সন্তানদের এবং ইয়াকুবও যে, হে আমার সন্তানগণ, নিশ্চয় আল্লাহ তোমাদের জন্য এ ধর্মকে মনোনীত করেছেন। কাজেই তোমরা মুসলমান না হয়ে কখনও মৃত্যুবরণ করো না।","আর ইব্রাহীম তাঁর সন্তানদের এইটির ভারার্পণ করেছিলেন, আর ইয়াকুব। “হে আমার সন্তানসন্ততি! নিশ্চয় আল্লাহ্ তোমাদের জন্য এই ধর্ম মনোনীত করেছেন, অতএব তোমরা প্রাণত্যাগ করো না তোমরা মুসলিম না হয়ে।”",1
তিনি পেলেন ১২৫ ভোট।,তিনি পেয়েচেন ১২৫টি ভোট।,1
সবচেয়ে কম সময়ে উড়ান যাত্রা কোনটি জানেন?,সবচেয়ে স্বল্পদৈর্ঘ্যের উড়ানের সময়সীমা কত?,1
তখন কোনও মহিলা কনস্টেবল ছিলেন না।,অভিযোগ সেখানে কোন মহিলা কনস্টেবল ছিল না।,1
তাঁর বাবার মনটা ভালো।,বাবা সদয় তার উপর।,1
"তারপর তোমার প্রভু নিশ্চয়ই -- যারা হিজরত করে নির্যাতিত হবার পরে, তারপর জিহাদ করে ও অধ্যবসায় চালায় -- নিঃসন্দেহ তোমার প্রভু এর পরে অবশ্যই পরিত্রাণকারী, অফুরন্ত ফলদাতা।","যারা দুঃখ-কষ্ট ভোগের পর দেশত্যাগী হয়েছে অতঃপর জেহাদ করেছে, নিশ্চয় আপনার পালনকর্তা এসব বিষয়ের পরে অবশ্যই ক্ষমাশীল, পরম দয়ালু।",1
এই নাটক সাতরু মাকিমারুর মাঙ্গা (কার্টুন গল্প) থেকে নেওয়া হয়েছে।,মাঙ্গা ও নাটকের নাম একই।,1
যেকোনো অপ্রীতিকর পরিস্থিতি এড়াতে পুলিশ মোতায়েন রয়েছে এলাকায়।,যে কোনও অপ্রীতিকর ঘটনা এড়াতে এলাকায় মোতায়েন করা হয়েছে কেন্দ্রীয় বাহিনী।,1
"সুনন্দা পুষ্কর মামলায় অগ্রগতি, আগাম জামিন চাইলেন শশী থারুর | Sunanda Pushkar death case, Shashi Tharoor sought anticipatory bail - Bengali Oneindia","সুনন্দা পুষ্কর মামলায় অগ্রগতি, আগাম জামিন চাইলেন শশী থারুর",1
ইন্ডিয়ান মেডিক্যাল অ্যাসোসিয়েশন (আইএমএ) আগেই প্রতিবাদ জানিয়েছিল।,ইতিমধ্যে জট কাটাতে তৎপর হয়েছে ইন্ডিয়ান মেডিক্যাল অ্যাসোসিয়েশন (আইএমএ)।,1
‘আর কি আসতে পারে ?,এর চেয়ে খারাপ কী হতে পারতো?,1
এমনকি তাদের অবস্থানও জানাতে পারছে না পুলিশ।,এছাড়া থানা পুলিশও সন্ধান চালিয়ে তার কোনো অবস্থান নিশ্চিত করতে পারেননি বলে জানা গেছে।,1
ভিডিওর গল্পটা অনেক মজার।,ভিডিওটি করেছি বেশ মজা করে।,1
তবে সব এয়ারলাইন্স সেটা মানতে রাজি নয়।,সব এয়ারলাইন্স অবশ্য এই সার্ভিস দেয় না।,1
"ট্রাম্প বলেছেন, ‘এতে কোনও দোষ নেই।","ট্রাম্প বলেন, ‘ভুল বোঝার কিছু নেই।",1
ছোট আকৃতির এ মন্দিরের একটি মাত্র কক্ষ রয়েছে।,মসজিদটিতে মাত্র একটি গুম্বজ রয়েছে।,1
প্রধানমন্ত্রী নরেন্দ্র মোদীর অনুপ্রেরণাতেই তাঁর বিজেপিতে যোগ বলে জানিয়েছেন সমীর।,"বিজেপিতে যোগদানের পর তিনি জানিয়েছেন, প্রধানমন্ত্রী নরেন্দ মোদির অনুপ্রেরণায় তাঁর বিজেপিতে যোগদান।",1
কেন্দ্রীয় মন্ত্রিসভা ২০১৮ সালের ২২শে নভেম্বর শ্রী গুরু নানক দেবজীর ৫৫০তম জন্ম বার্ষিকীর ঐতিহাসিক মুহূর্তটি গোটা দেশে এবং বিদেশে যথাযথ মর্যাদার সঙ্গে পালন করার জন্য এক প্রস্তাব নিয়েছিল।,"উল্লেখ করা যেতে পারে যে, কেন্দ্রীয় মন্ত্রিসভার ২০১৮-র ২২শে নভেম্বরের বৈঠকে দেশে এবং বিদেশে শ্রী গুরু নানক দেবজির ৫৫০তম ঐতিহাসিক আবির্ভাব তিথি যথাযোগ্য মর্যাদায় পালনের সিদ্ধান্ত নেওয়া হয়েছিল।",1
অবশ্য এই ঘটনায় কয়েকজনকে গ্রেফতার করেছে পুলিশ।,সেই ঘটনায় পুলিশ কয়েক জনকে গ্রেফতারও করে।,1
যদিও বিক্ষোভ হঠাতে পুলিশ জল কামান ব্যবহার করে।,বিক্ষোভ থামাতে জলকামান চালায় লাঠিচার্জ করে পুলিশ।,1
আশা করছি আইপিএলেও ভাল করতে পারব।,আশা রাখি তাদের আইপিএল দারুণ কাটবে।,1
ভারতীয় স্বাস্থ্য মন্ত্রকের অ্যাডভাইসারি,ভারতের কেন্দ্রীয় স্বাস্থ্য,1
এর ফলে দ্রুত ওজন কমতে থাকে।,যার ফলে ওজন বেড়ে যায় দ্রুত।,1
৩: ২৩) আমাদের জীবনে আমরা তা কীভাবে প্রয়োগ করতে পারি?,"একজন দাস বা দাসী যদি তার মালিককে ভালবেসে ফেলত, তাহলে সে তার বাকি জীবন মালিকের ঘরে একজন দাস বা দাসী হিসেবে থাকতে পারত।",1
এ কারণে একটি বিশেষ মিটিং হয়েছে।,তার প্রেক্ষিতেই এই বিশেষ অধিবেশন ডাকা হয়েছে।,1
গৌড়ের পাঁচ জন রাজা ললিতাদিত্য কর্তৃক পরাজিত হয়েছিলেন বলে কাশ্মীরের ঐতিহাসিক কলহন উল্লেখ করেছেন।,কাশ্মীরের ললিতাদিত্য অচিরেই যশোবর্মণের গৌরবকে ম্লান করে দেন।,1
এর আগে যুক্তরাজ্য ও কানাডা তাঁর প্রবেশে নিষেধাজ্ঞা জারি করে।,"এর আগে যুক্তরাজ্য, কানাডা তাঁর প্রবেশে নিষেধাজ্ঞা জারি করেছে।",1
ওদের বোলিং আক্রমণের ভারসাম্যটা দারুণ।,তাদের বোলিং আক্রমণ খুবই শক্তিশালী।,1
ফেরার পথে লন্ডন।,ফিরতে হবে লন্ডনে।,1
কারো কারো আবার তাও জোটে না।,কেউ আর আমাকে মানছে না।,1
বসে থাকুন।,বসেই থাকবি।,1
প্রিপেইড প্রাইস প্ল্যান,প্রিপেইড ট্যারিফ প্ল্যান,1
কেন্দ্রীয় সরকার নেতাজী সুভাষ চন্দ্র বসুর ১২৫তম জন্মবার্ষিকী উদযাপনের জন্য একটি উচ্চস্তরীয় কমিটি গঠনের সিদ্ধান্ত নিয়েছে,নেতাজী সুভাষ চন্দ্র বসুর ১২৫তম জন্মবার্ষিকী উদযাপনে কেন্দ্রীয় স্বরাষ্ট্র মন্ত্রীর নেতৃত্বে সরকারের উচ্চস্তরীয় কমিটি গঠনের সিদ্ধান্ত,1
"আর তোমরা আনুগত্য কর আল্লাহ ও রসূলের, যাতে তোমাদের উপর রহমত করা হয়।","আর আল্লাহ্ ও রসূলের প্রতি অনুগত হও, যেন তোমাদের করুণা দেখানো হয়।",1
…কিসের ক্ষতি!,‘কী যেন হারাল!,1
আমাকে সে কী চোখে দেখে তা আমি জানি না,আমার চোখের মধ্যে ও কি পেয়েছিলো জানি না।,1
আপনি তো আমাদের অবস্থা সবই দেখছেন।,''নিঃসন্দেহ তুমি -- তুমিই আমাদের সম্যক দ্রষ্টা।’’,1
আশা করি তাদের আশা পূরণ করতে পারব।,"আশা করি, তাঁদের আশা পূরণ করতে পারব।",1
এক একটা বই।,কেতাব,1
ঘটনাস্থলের চিরুনি তল্লাশি করছে পুলিস।,ঘটনাস্থলে পুলিশ টহল দিচ্ছে।,1
আমাদের নির্বাচনে যেতে হবে।,আমাদের প্রয়োজন হয় ভোটের সময়।,1
আমার স্বামী বাসায় একা ছিলেন।,স্ত্রীকে নিয়ে তিনি একাই বাড়িতে থাকতেন।,1
"কিন্তু, রিসেপশনের পরে আর কথা হয়নি।","কিন্তু ওটা নিয়ে তার পর আর কথাবার্তা, মিটিং হয়নি।",1
মৃতের পরিজন এবং বিজেপি নেতৃত্ব তাঁর দেহ দলের রাজ্য দফতরে নিয়ে যেতে চাইলেও পুলিশ বাধা দেয়।,স্বরূপকে মৃত ঘোষণা করার পর তাঁর পরিবার স্বরূপের শেষ ইচ্ছা অনুযায়ী মৃতদেহ নিয়ে যেতে চেয়েছিলেন বিজেপির রাজ্য সদর দপ্তরে।,1
তাঁরা কোনো বন্দি নন।,বন্দিরা তো নয়ই।,1
এখনো পর্যন্ত পুলওয়ামা কাণ্ডে সাতজনকে গ্রেফতার করা হয়েছে।,সেই ঘটনায় ইতিমধ্যেই ধরা পড়েছে সাত জন।,1
“খুবই ভালো আইডিয়া।,"তিনি জানিয়েছেন, ‘‘এটা খুবই ভাল আইডিয়া।",1
কোন পদটি উপভোগ করেন বেশি?,কী ধরনের চরিত্রে কাজ করতে আপনি বেশি স্বাচ্ছন্দ্যবোধ করেন?,1
আরজেডি নেতা লালুপ্রসাদের পুত্র তেজস্বী উপ মুখ্যমন্ত্রী হতে পারেন বলে জোর জল্পনা চলেছে।,লালু প্রসাদের ছেলে তেজ প্রতাপ যাদব বিহারের উপমুখ্যমন্ত্রী ছিলেন।,1
এরপর তিনি দক্ষিণ আফ্রিকায় চলে যান।,এরপর দক্ষিণ আফ্রিকায় অভিবাসিত হন।,1
আপনি বিপদে পড়বেন।,তুমি অতি বিপজ্জনক।,1
"এসব নির্বাচন সুষ্ঠু, অবাধ ও নিরপেক্ষভাবে অনুষ্ঠানের সার্বিক প্রস্তুতি সম্পন্ন করা হয়েছে।","অবাধ, সুষ্ঠু, স্বচ্ছ নির্বাচনের জন্য সমস্ত ব্যবস্থা নেওয়া হচ্ছে।",1
সামনের মাসেই এই বইটির নিলাম হবে চেস্টারে।,আগামী মাসে বেরোবে সেই বইয়ের সংশোধিত সংস্করণ।,1
আমি তার স্মৃতির প্রতি শ্রদ্ধা জানাই।,আমি তাঁর স্মৃতির প্রতি সালাম জানাই।,1
তাদের চোখে ভয় ফুটে উঠেছিল ।,"কেউ তাদের পিছন পিছন এসেছে কি না, সেই বিষয়ে তারা নজর রাখছিল।",1
সরবো না এক চুলও।,তার লেজটা না-কি কাটা।,1
৪ মে ফণী একটি নিন্মচাপে পরিণত ও বাংলাদেশের উপর দিয়ে বয়ে যায় ও পরে আস্তে আস্তে মিলিয়ে যেয়ে থাকে।,পরের দিন ফণী আরো দুর্বল হতে থাকে ও ঘূর্ণিঝড় হিসেবে কলকাতার উপর দিয়ে বয়ে যায়।,1
এই লোকটি ওই খিটখিটে গ্রাহকের সব কথা মন দিয়ে শোনেন।,শেষ পর্যন্ত কোম্পানি তাদের অত্যন্ত দক্ষ একজন কুশলী লোককে মারাত্মক ওই গ্রাহককে ঠাণ্ডা করতে পাঠান। এই লোকটি ওই খিটখিটে গ্রাহকের সব কথা মন দিয়ে শোনেন।,1
"''ইউসুফকে মেরে ফেল অথবা কোনো দেশে নির্বাসন দাও, তাহলে তোমাদের আব্বার মুখ তোমাদের দিকেই নিবিষ্ট হবে, এবং তার পরে তোমরা ভাল লোক হতে পারবে।’’",হত্যা কর ইউসুফকে কিংবা ফেলে আস তাকে অন্য কোন স্থানে। এতে শুধু তোমাদের প্রতিই তোমাদের পিতার মনোযোগ নিবিষ্ট হবে এবং এরপর তোমরা যোগ্য বিবেচিত হয়ে থাকবে।,1
বিবরণের উচ্চতা,ডিফল্ট উচ্চতা,1
সেখান থেকে আমারে দেশে পাঠায় দিসে।,সেখান থেকে আমারে দেশে পাঠাইসে।,1
"বিশেষ করে, এটি কিডনি, হার্ট ও লিভারের জন্য ক্ষতিকর।","এটা ফুসফুস , কিডনি, আর হৃদযন্তের গেলে পরিস্থিতি ভয়াবহ হয়।",1
"শয়তান তাদের উপরে কাবু করে ফেলেছে, সেজন্য সে তাদের আল্লাহ্‌কে স্মরণ করা ভুলিয়ে দিয়েছে। এরাই হচ্ছে শয়তানের দল। এটি কি নয় যে শয়তানের সাঙ্গোপাঙ্গরা নিজেরাই তো ক্ষতিগ্রস্ত দল?","শয়তান তাদেরকে বশীভূত করে নিয়েছে, অতঃপর আল্লাহর স্মরণ ভূলিয়ে দিয়েছে। তারা শয়তানের দল। সাবধান, শয়তানের দলই ক্ষতিগ্রস্ত।",1
পরিস্থিতির মোকাবিলা এবং কোভিড – ১৯ এর বিষয়ে গবেষণা ও উদ্ভাবনে দুটি দেশ একে অন্যকে সাহায্য করার অঙ্গীকার করেছে।,বর্তমান পরিস্থিতি মোকাবিলায় একে অপরকে সম্ভাব্য সবরকম সহায়তার আশ্বাস দেন দুই প্রধানমন্ত্রী।,1
"নবগঠিত হাসপাতাল কর্তৃপক্ষ কর্মচারী জোটের প্রধান উইনি ইউ বলেন, সীমান্ত পুরোপুরি বন্ধ না করলে ভাইরাস প্রাদুর্ভাবে লড়ার মতো আমাদের যথেষ্ট লোকবল, সরঞ্জাম বা আইসোলেশন কক্ষ থাকবে না।","হংকংয়ের নবগঠিত হাসপাতাল কর্তৃপক্ষ কর্মী সংঘের চেয়ারপার্সন উইনি উ বলেন, ‘সীমান্ত যদি পুরোপুরি বন্ধ করা না হয়, তাহলে প্রাদুর্ভার মোকাবিলায় যথেষ্ট জনশক্তি, সুরক্ষা সরঞ্জাম বা নির্জন কক্ষ পাওয়া যাবে না’।",1
১ চা চামচ ধনে গুঁড়ো,১ চামচ ধনে বাটা,1
"আশা করছি, আগামী সপ্তাহ থেকে কাজ শুরু করতে পারব।","তাঁর বক্তব্য, ‘‘আগামী সপ্তাহে পরিষেবা চালু হয়ে যাবে বলে আশা করছি।",1
"বর্তমানে যে ১০টি দেশ নিরাপত্তা পরিষদের অস্থায়ী সদস্য পদে রয়েছে তারা হল- বেলজিয়াম, কোতে দ্য ভঁয়ে, ডমিনিকান রিপাবলিক, ইকোয়েটোরিয়াল গিনি, জার্মানি, ইন্দোনেশিয়া, কুয়েত, পেরু, পোল্যান্ড ও দক্ষিণ আফ্রিকা।","অন্যদিকে বর্তমানে নিরাপত্তা পরিষদে যে ১০টি অস্থায়ী সদস্য রাষ্ট্র আছে, তারা হল বেলজিয়াম, কোঁতে দ্য ভয়ে, ডোমিনিকান রিপাবলিক, গিনি, জার্মানি, ইন্দোনেশিয়া, কুয়েত, পেরু, পোল্যান্ড ও দক্ষিণ আফ্রিকা।",1
‘‘তার (রোবেন) আঘাত নিয়ে যার যা ইচ্ছে বলতে পারে।,"তিনি বলেন, ‘‘যাঁর যা ইচ্ছে, বলতে পারেন।",1
ডেমক্র্যাট প্রার্থী ইলহান ওমর এবং রাশিদা তলেইব প্রথম দুই মুসলিম মহিলা হিসেবে নির্বাচিত হলেন।,যুক্তরাষ্ট্রের নির্বাচনে প্রথমবারের মতো কংগ্রেসের সদস্য হিসেবে জয়ী হয়েছেন দুই মুসলিম নারী। এদের মধ্যে একজন ফিলিস্তিনি বংশোদ্ভূত রাশিদা তালিব এবং অন্যজন সোমালি বংশোদ্ভূত ইলহান ওমর। তারা দু’জনেই ডেমোক্রেট প্রার্থী।,1
"যৌন হয়রানির দায়ে শিক্ষক গ্রেপ্তার, শিক্ষকের দাবি 'ষড়যন্ত্র'",আন্দোলনের মুখে যৌন নিপীড়নে অভিযুক্ত সেই শিক্ষকের বিরুদ্ধে ব্যবস্থা,1
চারিদিকে চলছে হাহাকার।,চারদিকে মহা উল্লাস চলছে।,1
’ খুব মূহ্যমান সেই কণ্ঠস্বর।,“ভীষণ জোরে একটা শব্দ হল।,1
নিউজিল্যান্ড জয় পায় ৪ উইকেটে।,নিউজিল্যান্ড ৪ উইকেটে জয়ী (ডাকওয়ার্থ লুইস পদ্ধতিতে),1
তাকে গত শতকের স্বল্পসংখ্যক প্রকৃতমানসম্পন্ন ভারতীয় ফাস্ট বোলার হিসেবে বিবেচনা করা হতো। শৈশবকাল. পাঞ্জাবের চণ্ডীগড় এলাকায় জন্মগ্রহণকারী ভি.,তাকে গত শতকের স্বল্পসংখ্যক প্রকৃতমানসম্পন্ন ভারতীয় ফাস্ট বোলার হিসেবে বিবেচনা করা হতো।,1
"নীচের পোস্টটি চায়-খানার একটি গল্প, যা গ্লোবাল ভয়েসেস অনলাইন এর সাথে কন্টেন বিনিময় চুক্তির অধীনে এখানে পুনরায় প্রকাশ করা হয়েছে।",নীচের এই প্রবন্ধটি লেখা হয়েছে চায় খানা অর্গ এ এবং কন্টেন্ট বিনিময় চুক্তির অধীনে এটি গ্লোবাল ভয়েসেস এ প্রকাশিত হয়েছে।,1
তোপ দেগেছেন সালমানের বাবা সেলিম খানের দিকেও।,তাঁদের বাবা সোলেমান খানও শিউলি ছিলেন।,1
গতকাল মঙ্গলবার রিমান্ড শুনানি শেষে আদালত চার দিনের রিমান্ড মঞ্জুর করেন।,আজ বুধবার বিকেলে আদালত তাঁর পাঁচদিনের রিমান্ড মঞ্জুর করেছেন।,1
তাদের অনেক ভালো ভালো কাজ রয়েছে।,ওরা খুব সুন্দর একটি বিষয় করেছে।,1
তোমার ধারণা–,তোমাকেই ভাবে,1
ইরানকে খুল্লামখু্ল্লা হুঁশিয়ারি ট্রাম্পের,"ইরানে সাবধান, বার্তা ট্রাম্পকে",1
তবে আমরাও অবাধ ও সুষ্ঠু নির্বাচন চাই।,"তবে অবাধ, সুষ্ঠু ভোট হওয়া দরকার।",1
তবে এনিয়ে কোনও গবেষণা এখনও চালানো হয়নি।,তবে কোনো গবেষণায় এমন কোনো প্রমাণ এখনও মেলেনি।,1
তিনি সংযমী নন।,সে অভিপ্রায় নয়।,1
"উদাহরণস্বরূপ, অন্যদের উপস্থিতিতে যদি আমরা বেশিরভাগ সময়ই মোবাইল ফোনে কথা বলি বা হেডফোনে কিছু শুনতে থাকি, তাহলে আমরা হয়তো এইরকম ইঙ্গিত দিতে পারি যে, তাদের সাহচর্য আমরা পছন্দ করছি না।",কোন বিষয়গুলো অন্যদের সঙ্গে কথাবার্তা বলার ক্ষেত্রে আমাদের জন্য প্রতিবন্ধকতা তৈরি করতে পারে?,1
পড়তে চায়।,ও পড়তে চাই।,1
"রোগীরা এসে অভিযোগ করেন মাঝে মাঝে পেট ব্যথা, পেট ফাঁপা, মলত্যাগের ধরন পাল্টে যাওয়া ইত্যাদি সমস্যা হয়।","আক্রান্তদের মধ্যে পেটব্যথা, বমি-বমি ভাব, ক্ষুধামান্দ্যের মতো উপসর্গ দেখা দিয়েছে।",1
যিশু পৃথিবীতে থাকার সময় থেকে শতাব্দীর পর শতাব্দী ধরে অনেক খ্রিস্টান এই শর্তটি পালন করেছে।,"কিন্তু, সেই অধিকাংশ ধর্মীয় সংগঠন সম্বন্ধে কী বলা যায় যারা খ্রিস্টকে প্রতিনিধিত্ব করে বলে দাবি করেছে?",1
সেখনে এখনও বুকপানি।,এটা এখনও ট্যাবু হয়ে রয়েছে।,1
নতুন স্যাটেলাইট স্থাপন করছে ভারত,আটটি উপগ্রহ নিয়ে মহাকাশে নয়া উচ্চতায় ভারত,1
তারা তাদের নিজেদের মধ্যে চুপিচুপি বলাবলি করবে -- ''তোমরা তো অবস্থান করেছ মাত্র দশেক।’’,তারা চুপিসারে পরস্পরে বলাবলি করবেঃ তোমরা মাত্র দশ দিন অবস্থান করেছিলে।,1
সকলকেই শালবনি হাসপাতালে পাঠানো হয়েছে।,তাঁদের সকলকেই জলপাইগুড়ি কোভিড হাসপাতালে পাঠানো হয়েছে।,1
"তাঁর বক্তব্য, বিমানটি রানওয়ে ছাড়তেই আচমকা পড়ে যায়।","জানা গিয়েছে, উড়ান নেওয়ার পরেই হঠাৎ করে ভেঙে পড়ে হেলিকপ্টারটি।",1
আরও পড়ুন: সিরিজ হেরেও শীর্ষেই ভারত,আরও পড়ুন: জয় দিয়েই সিরিজের শুভারম্ভ ভারতের,1
ওদের নীতি-আদর্শ কোথায়?,কোথায় গেল তাঁদের আদর্শ?,1
মানবিকতার বিন্দুমাত্র নিদর্শন সেখানে দেখা গেল না।,কোনও মানুষ থাকার চিহ্নই নেই।,1
মৃ্ত্যুকালে তাঁর বয়স হয়েছিল ৭৩ বছর।,প্রয়াণ কালে তাঁর বয়স হয়েছিল ৭৩ বছর।,1
সরকারের এই উদ্যোগ প্রচুর প্রশংসা পেয়েছে।,সরকারের এই পদক্ষেপের বিভিন্ন মহলে প্রশংসা হয়েছিল।,1
"বললেন, ভুল করে ফেলেছি।","আমি ভুল করলাম না ঠিক করলাম, সে কথা বলেন।",1
পরে তার মেয়েকে অন্যত্র বিয়ে দেন।,পরে মেয়ের অমতে তিনি মেয়েকে অন্যত্র বিয়ে দেন।,1
কোনও ডাক্তারকে গ্রেফতার করা হয়নি।,ধরছেনই না ডাক্তারবাবু।,1
ফ্যামিলি ট্রিপ।,এক্কেবারে ফ্যামিলি ট্রিপ।,1
তাহলে সঠিক কাহিনী কী?,"তাই, কিংবদন্তি পেলের কথাই কী সঠিক?",1
গুজরাট দাঙ্গায় মোদির বিরুদ্ধে অভিযোগ নাকচ করে দিল হাইকোর্ট,মোদির দাবিকে অগ্রাহ্য করলো আদালত,1
জনের জন্ম হয় দক্ষিণ আলবানিয়ায় এবং যুক্তরাষ্ট্রে চলে যাওয়ার পর সে একজন যিহোবার সাক্ষি হয় ।,"যদিও জন ১৯৩৬ সাল থেকে তার পরিবারকে দেখেনি কিন্তু তবুও, তাকে আলবানিয়াতে আসার অনুমতি দেওয়া হয়নি।",1
